"ID","Handle","Command","Status","Definition: Handle","Top Row","Field","Value"
"165622415556","melatonin-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.claim-melatonin-jet-lag, evidence_claim.melatonin-300mcg-capsules_claim1, evidence_claim.melatonin-300mcg-capsules_claim2, evidence_claim.melatonin-300mcg-capsules_claim3"
"165622939844","nalt-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.n-acetyl-l-tyrosine-350mg-capsules_claim1, evidence_claim.n-acetyl-l-tyrosine-350mg-capsules_claim2, evidence_claim.n-acetyl-l-tyrosine-350mg-capsules_claim3"
"165622317252","noopept-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.noopept-20mg-capsules_claim1, evidence_claim.noopept-20mg-capsules_claim2, evidence_claim.noopept-20mg-capsules_claim3"
"182643261636","phenylpiracetam-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.phenylpiracetam-hydrazide-150mg-capsules_claim1, evidence_claim.phenylpiracetam-hydrazide-150mg-capsules_claim2, evidence_claim.phenylpiracetam-hydrazide-150mg-capsules_claim3"
"165622186180","piracetam-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.piracetam-800mg-capsules_claim1, evidence_claim.piracetam-800mg-capsules_claim2, evidence_claim.piracetam-800mg-capsules_claim3"
"165622284484","pramiracetam-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.pramiracetam-300mg-capsules_claim1, evidence_claim.pramiracetam-300mg-capsules_claim2, evidence_claim.pramiracetam-300mg-capsules_claim3"
"182643327172","rhodiola-rosea-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.rhodiola-rosea-500mg-capsules_claim1, evidence_claim.rhodiola-rosea-500mg-capsules_claim2, evidence_claim.rhodiola-rosea-500mg-capsules_claim3"
"165623005380","sulbutiamine-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.sulbutiamine-200mg-capsules_claim1, evidence_claim.sulbutiamine-200mg-capsules_claim2, evidence_claim.sulbutiamine-200mg-capsules_claim3"
"165622972612","taurine-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.taurine-500mg-capsules_claim1, evidence_claim.taurine-500mg-capsules_claim2, evidence_claim.taurine-500mg-capsules_claim3"
"165622448324","tongkat-ali-evidence-snapshot","MERGE","","evidence_snapshot","TRUE","claims_list","evidence_claim.claim-tongkat-ali-stress, evidence_claim.tongkat-ali-200mg-capsules_claim1, evidence_claim.tongkat-ali-200mg-capsules_claim2, evidence_claim.tongkat-ali-200mg-capsules_claim3"
