"ID","Handle","Command","Status","Definition: Handle","Top Row","Field","Value"
"","claim-semax-brain-growth-signals","MERGE","Active","evidence_claim","TRUE","headline","Boosts brain growth signals"
"","claim-semax-brain-growth-signals","MERGE","","evidence_claim","FALSE","notes","<p>Elevates brain-derived neurotrophic factor (BDNF) and TrkB activity in the rat basal forebrain. <a href=""https://pubmed.ncbi.nlm.nih.gov/19662538/"" title=""Semax NGF and BDNF gene expression study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-semax-brain-recovery","MERGE","Active","evidence_claim","TRUE","headline","Supports brain recovery"
"","claim-semax-brain-recovery","MERGE","","evidence_claim","FALSE","notes","<p>Semax suppresses post-ischemic inflammatory proteins and activates CREB-mediated recovery signaling in a rat cerebral ischemia-reperfusion model. <a href=""https://pubmed.ncbi.nlm.nih.gov/34201112/"" title=""Semax neuroprotection ischemia-reperfusion study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-semax-focus-memory","MERGE","Active","evidence_claim","TRUE","headline","Sharper focus & memory"
"","claim-semax-focus-memory","MERGE","","evidence_claim","FALSE","notes","<p>Semax activates neurotransmission-related gene expression and counteracts ischemia-driven suppression of neural signaling in rat brain models. <a href=""https://pubmed.ncbi.nlm.nih.gov/32580520/"" title=""Semax neurotransmission gene expression study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-semax-protects-brain-cells","MERGE","Active","evidence_claim","TRUE","headline","Protects brain cells"
"","claim-semax-protects-brain-cells","MERGE","","evidence_claim","FALSE","notes","<p>Modulates neurotrophic and anti-apoptotic gene expression implicated in neuronal survival. <a href=""https://pubmed.ncbi.nlm.nih.gov/22295573/"" title=""Semax neuroprotection ischemia study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-semax-stress-response","MERGE","Active","evidence_claim","TRUE","headline","Calms the stress response"
"","claim-semax-stress-response","MERGE","","evidence_claim","FALSE","notes","<p>A non-hormonal ACTH 4-10 derivative with documented anxiolytic and stress-buffering effects in animal models. <a href=""https://pubmed.ncbi.nlm.nih.gov/33418449/"" title=""Semax anxiolytic and stress attenuation study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tb-500-heart-recovery","MERGE","Active","evidence_claim","TRUE","headline","Supports heart recovery"
"","claim-tb-500-heart-recovery","MERGE","","evidence_claim","FALSE","notes","<p>Activates integrin-linked kinase, promoting cardiomyocyte migration, survival, and tissue repair after cardiac injury. <a href=""https://pubmed.ncbi.nlm.nih.gov/17600280/"" title=""Thymosin β-4 cardiac protection study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tb-500-tissue-repair","MERGE","Active","evidence_claim","TRUE","headline","Faster tissue repair"
"","claim-tb-500-tissue-repair","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed across studies as an actin-sequestering peptide that accelerates repair of skin, cornea, and heart tissue. <a href=""https://pubmed.ncbi.nlm.nih.gov/36464872/"" title=""Thymosin β-4 tissue repair review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tb-500-hair-regrowth","MERGE","Active","evidence_claim","TRUE","headline","Promotes hair regrowth"
"","claim-tb-500-hair-regrowth","MERGE","","evidence_claim","FALSE","notes","<p>Stimulates hair growth via stem-cell migration in follicular bulge regions in murine studies. <a href=""https://pubmed.ncbi.nlm.nih.gov/14657002/"" title=""Thymosin β-4 hair growth study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tb-500-eases-inflammation","MERGE","Active","evidence_claim","TRUE","headline","Eases inflammation"
"","claim-tb-500-eases-inflammation","MERGE","","evidence_claim","FALSE","notes","<p>Suppresses NF-κB-driven inflammatory mediators and accelerates dermal wound closure in animal trials. <a href=""https://pubmed.ncbi.nlm.nih.gov/17254567/"" title=""Thymosin β-4 NF-κB anti-inflammatory study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-tb-500-eye-surface-healing","MERGE","Active","evidence_claim","TRUE","headline","Skin & eye-surface healing"
"","claim-tb-500-eye-surface-healing","MERGE","","evidence_claim","FALSE","notes","<p>Accelerated re-epithelialization and reduced inflammation in preclinical and clinical corneal-injury studies. <a href=""https://pubmed.ncbi.nlm.nih.gov/32223337/"" title=""Thymosin β-4 corneal healing study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-5htp-mood","MERGE","Active","evidence_claim","TRUE","headline","Supports mood balance"
"","claim-5htp-mood","MERGE","","evidence_claim","FALSE","notes","<p>A Cochrane review summarized RCTs showing antidepressant effects vs. placebo in mood disorders. <a href=""https://pubmed.ncbi.nlm.nih.gov/11869656/"" title=""5-HTP mood Cochrane review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-5htp-sleep","MERGE","Active","evidence_claim","TRUE","headline","Promotes restful sleep"
"","claim-5htp-sleep","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed clinical literature describes 5-HTP as a serotonin precursor with effects on sleep quality. <a href=""https://pubmed.ncbi.nlm.nih.gov/9727088/"" title=""5-HTP serotonin and sleep review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-alcar-fatigue","MERGE","Active","evidence_claim","TRUE","headline","Reduces mental fatigue"
"","claim-alcar-fatigue","MERGE","","evidence_claim","FALSE","notes","<p>A 6-month RCT in centenarians reported reduced mental and physical fatigue and improved cognitive measures. <a href=""https://pubmed.ncbi.nlm.nih.gov/18065594/"" title=""ALCAR centenarian fatigue RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-alcar-aging-cognition","MERGE","Active","evidence_claim","TRUE","headline","Supports aging cognition"
"","claim-alcar-aging-cognition","MERGE","","evidence_claim","FALSE","notes","<p>Meta-analysis of placebo-controlled trials showed clinical benefit in mild cognitive impairment and early Alzheimer's. <a href=""https://pubmed.ncbi.nlm.nih.gov/12598816/"" title=""ALCAR mild cognitive impairment meta-analysis on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-agmatine-nerve","MERGE","Active","evidence_claim","TRUE","headline","Eases nerve-related discomfort"
"","claim-agmatine-nerve","MERGE","","evidence_claim","FALSE","notes","<p>Two-phase clinical study reported improvements in lumbar disc-associated radiculopathy with oral agmatine. <a href=""https://pubmed.ncbi.nlm.nih.gov/20447305/"" title=""Agmatine lumbar radiculopathy clinical study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-agmatine-glutamate","MERGE","Active","evidence_claim","TRUE","headline","Modulates glutamate signaling"
"","claim-agmatine-glutamate","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed CNS pharmacology positions agmatine as an endogenous neuromodulator of glutamate-driven stress responses. <a href=""https://pubmed.ncbi.nlm.nih.gov/10415899/"" title=""Agmatine glutamate neuromodulation study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-alpha-gpc-memory","MERGE","Active","evidence_claim","TRUE","headline","Supports memory"
"","claim-alpha-gpc-memory","MERGE","","evidence_claim","FALSE","notes","<p>A 180-day multicenter RCT in mild-to-moderate Alzheimer's reported cognitive improvement vs. placebo. <a href=""https://pubmed.ncbi.nlm.nih.gov/12637119/"" title=""Alpha-GPC Alzheimer's multicenter RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-alpha-gpc-strength","MERGE","Active","evidence_claim","TRUE","headline","Boosts physical power"
"","claim-alpha-gpc-strength","MERGE","","evidence_claim","FALSE","notes","<p>A 6-day RCT in healthy adults reported improvements in lower-body isometric force after Alpha-GPC supplementation. <a href=""https://pubmed.ncbi.nlm.nih.gov/26582972/"" title=""Alpha-GPC isometric strength RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-aniracetam-anxiety","MERGE","Active","evidence_claim","TRUE","headline","Eases anxious tension"
"","claim-aniracetam-anxiety","MERGE","","evidence_claim","FALSE","notes","<p>Demonstrated anxiolytic effects across three independent mouse models of anxiety. <a href=""https://pubmed.ncbi.nlm.nih.gov/11412837/"" title=""Aniracetam anxiolytic mouse models study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-aniracetam-memory","MERGE","Active","evidence_claim","TRUE","headline","Sharpens memory"
"","claim-aniracetam-memory","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed in pharmacology literature as a cognitive-enhancing pyrrolidone with positive effects on memory. <a href=""https://pubmed.ncbi.nlm.nih.gov/17504104/"" title=""AMPA receptor potentiators cognitive effects review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-ashwagandha-stress","MERGE","Active","evidence_claim","TRUE","headline","Lowers stress & cortisol"
"","claim-ashwagandha-stress","MERGE","","evidence_claim","FALSE","notes","<p>Significant reductions in serum cortisol and perceived stress vs. placebo in a 60-day double-blind RCT using a high-concentration root extract. <a href=""https://pubmed.ncbi.nlm.nih.gov/23439798/"" title=""Ashwagandha cortisol and stress RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-ashwagandha-anxiety","MERGE","Active","evidence_claim","TRUE","headline","Eases anxiety in healthy adults"
"","claim-ashwagandha-anxiety","MERGE","","evidence_claim","FALSE","notes","<p>Adaptogenic and anxiolytic effects in a randomized study of healthy adults supplementing with KSM-66. <a href=""https://pubmed.ncbi.nlm.nih.gov/32021735/"" title=""Ashwagandha KSM-66 anxiety study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-bacopa-memory","MERGE","Active","evidence_claim","TRUE","headline","Sharpens memory"
"","claim-bacopa-memory","MERGE","","evidence_claim","FALSE","notes","<p>Chronic supplementation improved memory consolidation in healthy adults in a 12-week double-blind trial. <a href=""https://pubmed.ncbi.nlm.nih.gov/11498727/"" title=""Bacopa memory consolidation trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-bacopa-anxiety","MERGE","Active","evidence_claim","TRUE","headline","Calms an anxious mind"
"","claim-bacopa-anxiety","MERGE","","evidence_claim","FALSE","notes","<p>Improved cognitive performance, anxiety, and depression scores in a placebo-controlled trial in older adults. <a href=""https://pubmed.ncbi.nlm.nih.gov/18611150/"" title=""Bacopa anxiety and cognition trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-citicoline-attention","MERGE","Active","evidence_claim","TRUE","headline","Sharpens attention"
"","claim-citicoline-attention","MERGE","","evidence_claim","FALSE","notes","<p>A 28-day RCT in healthy adolescents reported improved attention and psychomotor speed vs. placebo. <a href=""https://pubmed.ncbi.nlm.nih.gov/26179181/"" title=""Citicoline adolescent attention RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-citicoline-memory","MERGE","Active","evidence_claim","TRUE","headline","Improves verbal memory"
"","claim-citicoline-memory","MERGE","","evidence_claim","FALSE","notes","<p>A randomized trial reported improvements in verbal memory in healthy older adults with relatively inefficient memory. <a href=""https://pubmed.ncbi.nlm.nih.gov/8624220/"" title=""Citicoline verbal memory trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-coluracetam-choline-uptake","MERGE","Active","evidence_claim","TRUE","headline","Enhances choline uptake"
"","claim-coluracetam-choline-uptake","MERGE","","evidence_claim","FALSE","notes","<p>MKC-231 (coluracetam) restored high-affinity choline uptake and improved learning in cholinergically-impaired rats. <a href=""https://pubmed.ncbi.nlm.nih.gov/18461272/"" title=""Coluracetam HACU and learning study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-coluracetam-acetylcholine","MERGE","Active","evidence_claim","TRUE","headline","Supports acetylcholine synthesis"
"","claim-coluracetam-acetylcholine","MERGE","","evidence_claim","FALSE","notes","<p>A companion study reported MKC-231 promoted acetylcholine synthesis and release in animal models of cholinergic deficit. <a href=""https://pubmed.ncbi.nlm.nih.gov/18446264/"" title=""Coluracetam acetylcholine synthesis study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-cordyceps-exercise","MERGE","Active","evidence_claim","TRUE","headline","Boosts exercise tolerance"
"","claim-cordyceps-exercise","MERGE","","evidence_claim","FALSE","notes","<p>Cordyceps militaris supplementation improved tolerance to high-intensity exercise in healthy adults. <a href=""https://pubmed.ncbi.nlm.nih.gov/27408987/"" title=""Cordyceps militaris high-intensity exercise study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-cordyceps-stamina","MERGE","Active","evidence_claim","TRUE","headline","Improves stamina"
"","claim-cordyceps-stamina","MERGE","","evidence_claim","FALSE","notes","<p>A double-blind RCT in older adults reported improvements in metabolic exercise capacity and quality of life. <a href=""https://pubmed.ncbi.nlm.nih.gov/20804368/"" title=""Cordyceps exercise capacity RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-fasoracetam-gaba-b","MERGE","Active","evidence_claim","TRUE","headline","Upregulates GABA-B receptors"
"","claim-fasoracetam-gaba-b","MERGE","","evidence_claim","FALSE","notes","<p>Repeated administration of fasoracetam (NS-105) reversed learned helplessness in rats with effects implicating GABA-B receptor up-regulation. <a href=""https://pubmed.ncbi.nlm.nih.gov/9424016/"" title=""Fasoracetam NS-105 GABA-B up-regulation study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-fasoracetam-mglur-adhd","MERGE","Active","evidence_claim","TRUE","headline","Studied in mGluR-network ADHD"
"","claim-fasoracetam-mglur-adhd","MERGE","","evidence_claim","FALSE","notes","<p>An open-label trial in adolescents with ADHD and mGluR-network gene variants reported reduced ADHD severity scores. <a href=""https://pubmed.ncbi.nlm.nih.gov/29339723/"" title=""Fasoracetam adolescent mGluR ADHD trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-fladrafinil-eugeroic-class","MERGE","Active","evidence_claim","TRUE","headline","Eugeroic-class compound"
"","claim-fladrafinil-eugeroic-class","MERGE","","evidence_claim","FALSE","notes","<p>Fladrafinil is part of the eugeroic (wakefulness-promoting) family of compounds developed at Lafon Laboratories alongside adrafinil and modafinil. <a href=""https://pubmed.ncbi.nlm.nih.gov/16669720/"" title=""Modafinil systematic review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-fladrafinil-bisfluoro-adrafinil","MERGE","Active","evidence_claim","TRUE","headline","Bisfluoro analog of adrafinil"
"","claim-fladrafinil-bisfluoro-adrafinil","MERGE","","evidence_claim","FALSE","notes","<p>Fladrafinil (CRL-40,941) is the bisfluoroadrafinil structural analog of adrafinil, which is itself a prodrug of modafinil. <a href=""https://pubmed.ncbi.nlm.nih.gov/16669720/"" title=""Modafinil family review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-gaba-stress","MERGE","Active","evidence_claim","TRUE","headline","Eases stress"
"","claim-gaba-stress","MERGE","","evidence_claim","FALSE","notes","<p>Oral GABA reduced stress markers and increased relaxation-associated EEG patterns in healthy adults. <a href=""https://pubmed.ncbi.nlm.nih.gov/16971751/"" title=""GABA relaxation and stress study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-gaba-sleep","MERGE","Active","evidence_claim","TRUE","headline","Improves sleep onset"
"","claim-gaba-sleep","MERGE","","evidence_claim","FALSE","notes","<p>GABA supplementation reduced fatigue and improved recovery from stress-related sleep disturbances in a controlled human study. <a href=""https://pubmed.ncbi.nlm.nih.gov/16971751/"" title=""GABA relaxation and sleep disturbance study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-l-theanine-focus-caffeine","MERGE","Active","evidence_claim","TRUE","headline","Calmer focus with caffeine"
"","claim-l-theanine-focus-caffeine","MERGE","","evidence_claim","FALSE","notes","<p>Combined L-theanine + caffeine improved attention-switching accuracy and reduced susceptibility to distraction. <a href=""https://pubmed.ncbi.nlm.nih.gov/18681988/"" title=""L-theanine and caffeine attention study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-l-theanine-stress","MERGE","Active","evidence_claim","TRUE","headline","Eases stress"
"","claim-l-theanine-stress","MERGE","","evidence_claim","FALSE","notes","<p>A 4-week RCT in healthy adults reported reduced stress-related symptoms and improved cognitive measures. <a href=""https://pubmed.ncbi.nlm.nih.gov/31623400/"" title=""L-theanine stress and cognition RCT on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-lions-mane-cognition","MERGE","Active","evidence_claim","TRUE","headline","Supports cognitive function"
"","claim-lions-mane-cognition","MERGE","","evidence_claim","FALSE","notes","<p>Hericium erinaceus improved cognition scores vs. placebo in adults with mild cognitive impairment over 16 weeks. <a href=""https://pubmed.ncbi.nlm.nih.gov/18844328/"" title=""Lion's Mane cognitive impairment trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-lions-mane-memory","MERGE","Active","evidence_claim","TRUE","headline","Memory in older adults"
"","claim-lions-mane-memory","MERGE","","evidence_claim","FALSE","notes","<p>A 12-week trial in older adults reported improvements in cognitive-function scores after daily oral intake. <a href=""https://pubmed.ncbi.nlm.nih.gov/31413233/"" title=""Lion's Mane older adults cognition trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-magnesium-sleep","MERGE","Active","evidence_claim","TRUE","headline","Improves sleep quality"
"","claim-magnesium-sleep","MERGE","","evidence_claim","FALSE","notes","<p>Magnesium supplementation improved insomnia severity, sleep efficiency, and onset latency in older adults. <a href=""https://pubmed.ncbi.nlm.nih.gov/23853635/"" title=""Magnesium sleep quality trial on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-magnesium-stress","MERGE","Active","evidence_claim","TRUE","headline","Eases stress & anxiety"
"","claim-magnesium-stress","MERGE","","evidence_claim","FALSE","notes","<p>A systematic review concluded magnesium reduces subjective anxiety and stress in mild anxiety states. <a href=""https://pubmed.ncbi.nlm.nih.gov/28445426/"" title=""Magnesium anxiety systematic review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-melatonin-sleep-onset","MERGE","Active","evidence_claim","TRUE","headline","Falls asleep faster"
"","claim-melatonin-sleep-onset","MERGE","","evidence_claim","FALSE","notes","<p>Meta-analysis of 19 RCTs found melatonin reduced sleep-onset latency and increased total sleep time in primary sleep disorders. <a href=""https://pubmed.ncbi.nlm.nih.gov/23691095/"" title=""Melatonin sleep-onset meta-analysis on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-melatonin-jet-lag","MERGE","Active","evidence_claim","TRUE","headline","Beats jet lag"
"","claim-melatonin-jet-lag","MERGE","","evidence_claim","FALSE","notes","<p>Cochrane review of 10 RCTs concluded melatonin is remarkably effective at preventing or reducing jet lag. <a href=""https://pubmed.ncbi.nlm.nih.gov/12076414/"" title=""Melatonin jet lag Cochrane review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-nalt-focus-stress","MERGE","Active","evidence_claim","TRUE","headline","Focus under stress"
"","claim-nalt-focus-stress","MERGE","","evidence_claim","FALSE","notes","<p>Tyrosine supplementation mitigated working-memory decrements during cold-stress exposure in healthy adults. <a href=""https://pubmed.ncbi.nlm.nih.gov/17585971/"" title=""Tyrosine working memory cold-stress study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-nalt-cognition-demand","MERGE","Active","evidence_claim","TRUE","headline","Cognition under demands"
"","claim-nalt-cognition-demand","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed evidence shows tyrosine supplementation supports cognitive performance under stressors and high cognitive load. <a href=""https://pubmed.ncbi.nlm.nih.gov/26424423/"" title=""Tyrosine cognition under demand review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-noopept-memory","MERGE","Active","evidence_claim","TRUE","headline","Sharpens memory"
"","claim-noopept-memory","MERGE","","evidence_claim","FALSE","notes","<p>Studied as a dipeptide nootropic with neuroprotective effects on memory across multiple cognitive models. <a href=""https://pubmed.ncbi.nlm.nih.gov/19145351/"" title=""Noopept memory prevention study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-noopept-bdnf-ngf","MERGE","Active","evidence_claim","TRUE","headline","Boosts BDNF & NGF"
"","claim-noopept-bdnf-ngf","MERGE","","evidence_claim","FALSE","notes","<p>Increased expression of brain-derived neurotrophic factor and nerve growth factor in the rat hippocampus. <a href=""https://pubmed.ncbi.nlm.nih.gov/19240853/"" title=""Noopept BDNF and NGF expression study on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-phenibut-anxiety","MERGE","Active","evidence_claim","TRUE","headline","Calms anxiety"
"","claim-phenibut-anxiety","MERGE","","evidence_claim","FALSE","notes","<p>Reviewed in CNS literature as a GABA-B-acting tranquilizer with documented anxiolytic effects across clinical and preclinical studies. <a href=""https://pubmed.ncbi.nlm.nih.gov/11830761/"" title=""Phenibut anxiolytic review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-phenibut-sleep","MERGE","Active","evidence_claim","TRUE","headline","Supports restful sleep"
"","claim-phenibut-sleep","MERGE","","evidence_claim","FALSE","notes","<p>Same comprehensive review documents phenibut's sedative and sleep-promoting properties at therapeutic doses. <a href=""https://pubmed.ncbi.nlm.nih.gov/11830761/"" title=""Phenibut sedative properties review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-phenylpiracetam-hydrazide-racetam-family","MERGE","Active","evidence_claim","TRUE","headline","Racetam-family derivative"
"","claim-phenylpiracetam-hydrazide-racetam-family","MERGE","","evidence_claim","FALSE","notes","<p>Phenylpiracetam hydrazide is a carbohydrazide derivative of phenylpiracetam (carphedon), part of the racetam family of pyrrolidone compounds. <a href=""https://pubmed.ncbi.nlm.nih.gov/20166767/"" title=""Piracetam-like drugs review on PubMed"" target=""_blank"">[PubMed]</a></p>"
"","claim-piracetam-cognition","MERGE","Active","evidence_claim","TRUE","headline","Supports cognition in aging"
